#t		T=0.250000		T=0.500000		T=1.000000		T=2.000000		T=4.000000		T=8.000000		T=16.000000		T=32.000000		T=64.000000		T=128.000000		T=256.000000		T=512.000000		T=1024.000000		T=2048.000000		T=4096.000000		T=8192.000000		T=16384.000000		T=32768.000000		T=65536.000000		T=131072.000000		T=262144.000000		T=524288.000000		T=1048576.000000		T=2097152.000000		T=4194304.000000		T=8388608.000000		T=16777216.000000		T=33554432.000000		T=67108864.000000		T=134217728.000000		T=268435456.000000		T=536870912.000000		
0.000000	1.000239		1.000253		1.000315		1.000427		1.000622		1.000983		1.001666		1.010480		2.030616		10.608847		26.633038		40.726689		49.695453		54.690979		57.318299		58.664418		59.345592		59.688206		59.860020		59.946054		59.989102		60.010635		60.021403		60.026787		60.029480		60.030826		60.031499		60.031836		60.032004		60.032088		60.032130		60.032151		
0.100000	0.966761		0.965393		0.958821		0.945487		0.925535		0.898457		0.865414		0.876540		2.080474		9.460519		21.859232		32.291546		38.796411		42.384286		44.262246		45.222146		45.707309		45.951191		46.073456		46.134670		46.165298		46.180616		46.188277		46.192108		46.194023		46.194981		46.195460		46.195699		46.195819		46.195879		46.195909		46.195924		
0.200000	0.877674		0.872931		0.850480		0.807061		0.747482		0.676995		0.615806		0.893669		5.600779		23.621148		47.051514		64.199764		74.132631		79.406975		82.114853		83.485543		84.174952		84.520656		84.693756		84.780368		84.823689		84.845353		84.856187		84.861604		84.864312		84.865666		84.866343		84.866682		84.866851		84.866936		84.866978		84.866999		
0.300000	0.759690		0.751210		0.712078		0.642391		0.560459		0.486575		0.474085		1.229005		10.527349		44.169410		87.171081		118.448411		136.519742		146.104977		151.023555		153.512655		154.764433		155.392099		155.706374		155.863620		155.942271		155.981603		156.001271		156.011105		156.016023		156.018481		156.019711		156.020325		156.020633		156.020786		156.020863		156.020902		
0.400000	0.639763		0.629091		0.581494		0.506655		0.441212		0.420771		0.518946		1.461831		10.258250		42.527505		85.947590		118.791831		138.222401		148.662855		154.056672		156.795736		158.175635		158.868154		159.215052		159.388661		159.475505		159.518937		159.540656		159.551516		159.556946		159.559661		159.561018		159.561697		159.562036		159.562206		159.562291		159.562333		
0.500000	0.534363		0.524352		0.482073		0.430323		0.421971		0.502489		0.739178		1.662645		9.852266		43.495907		91.304916		128.366763		150.545093		162.527923		168.735348		171.891801		173.483034		174.281879		174.682105		174.882418		174.982625		175.032741		175.057802		175.070334		175.076600		175.079733		175.081299		175.082082		175.082474		175.082670		175.082768		175.082817		
0.600000	0.448428		0.442454		0.421128		0.420715		0.503176		0.709832		1.055765		2.226833		18.113927		85.606769		178.013400		247.386753		288.087933		309.840185		321.044223		326.724794		329.584252		331.018714		331.737121		332.096617		332.276438		332.366367		332.411336		332.433821		332.445064		332.450686		332.453497		332.454902		332.455605		332.455956		332.456132		332.456220		
0.700000	0.381508		0.383072		0.398437		0.474483		0.666147		0.973001		1.326308		3.307733		34.050614		154.823670		311.935192		426.476297		492.610566		527.659154		545.633968		554.727454		559.299843		561.592335		562.740142		563.314433		563.601676		563.745321		563.817150		563.853066		563.871024		563.880004		563.884493		563.886738		563.887861		563.888422		563.888702		563.888843		
0.800000	0.336198		0.348640		0.414900		0.583544		0.870729		1.193497		1.477357		4.403461		40.347286		163.269354		314.017170		421.035716		482.055960		514.198090		530.633010		538.935119		543.106499		545.197163		546.243725		546.767311		547.029181		547.160135		547.225617		547.258359		547.274730		547.282916		547.287008		547.289055		547.290078		547.290590		547.290846		547.290973		
0.900000	0.323229		0.348915		0.474363		0.732158		1.063652		1.319365		1.571310		4.820592		35.150740		134.381951		258.261488		348.049990		399.957044		427.514002		441.663285		448.826174		452.429082		454.235824		455.140507		455.593176		455.819591		455.932820		455.989439		456.017750		456.031906		456.038984		456.042523		456.044292		456.045177		456.045619		456.045840		456.045951		
1.000000	0.357856		0.396194		0.574621		0.889482		1.198496		1.370659		1.694659		5.003463		40.969701		184.353852		379.325822		525.769286		611.770999		657.763274		681.461272		693.478693		699.528550		702.563639		704.083709		704.844373		705.224862		705.415146		705.510297		705.557875		705.581665		705.593560		705.599508		705.602482		705.603968		705.604712		705.605084		705.605269		
1.100000	0.448364		0.494517		0.701310		1.020273		1.262866		1.408442		1.898201		5.960527		64.257066		305.145595		627.661513		866.259108		1005.053123		1078.887317		1116.825803		1136.037351		1145.701946		1150.548723		1152.975702		1154.190085		1154.797500		1155.101263		1155.253159		1155.329110		1155.367087		1155.386075		1155.395569		1155.400317		1155.402690		1155.403877		1155.404470		1155.404767		
1.200000	0.586763		0.632709		0.831794		1.103593		1.280309		1.487721		2.185908		7.742587		83.448860		361.147359		708.173271		955.508802		1096.584697		1170.874763		1208.850762		1228.031222		1237.667545		1242.496970		1244.914466		1246.123906		1246.728798		1247.031287		1247.182543		1247.258173		1247.295989		1247.314897		1247.324351		1247.329078		1247.331441		1247.332623		1247.333214		1247.333510		
1.300000	0.751181		0.789007		0.948034		1.145528		1.296896		1.642455		2.534775		9.359986		81.134737		306.521148		570.201688		752.858547		855.708422		909.540850		936.978456		950.816315		957.763525		961.244010		962.985950		963.857340		964.293140		964.511067		964.620036		964.674523		964.701766		964.715388		964.722199		964.725605		964.727307		964.728159		964.728585		964.728797		
1.400000	0.917687		0.942503		1.044381		1.171269		1.356155		1.872952		2.904912		10.219977		79.667715		316.834122		619.536065		841.036575		969.605246		1037.983048		1073.121033		1090.916206		1099.868842		1104.358729		1106.607040		1107.732035		1108.294741		1108.576147		1108.716862		1108.787224		1108.822405		1108.839996		1108.848791		1108.853189		1108.855388		1108.856488		1108.857037		1108.857312		
