#t		c_0		c_1		c_2		c_3		c_4		c_5		c_6		c_7		c_8		c_9		c_10		c_11		c_12		c_13		c_14		c_15		c_16		c_17		c_18		c_19		c_20		c_21		c_22		c_23		c_24		c_25		c_26		c_27		c_28		c_29		c_30		c_31		c_32		c_33		c_34		c_35		c_36		c_37		c_38		c_39		c_40		c_41		c_42		c_43		c_44		c_45		c_46		c_47		c_48		c_49		c_50		c_51		c_52		c_53		c_54		c_55		c_56		c_57		c_58		c_59		c_60		c_61		c_62		c_63		
0.000000	1.000082	1.000299	1.000226	1.000708	1.000382	1.001127	1.000548	1.001561	1.000723	1.002012	1.000909	1.002483	1.001105	1.002977	1.001311	1.003498	1.001529	1.004051	1.001758	1.004641	1.002000	1.005274	1.002254	1.005960	1.002521	1.006710	1.002800	1.007536	1.003093	1.008456	1.003399	1.009496	1.003719	1.010685	1.004052	1.012069	1.004399	1.013708	1.004759	1.015691	1.005131	1.018146	1.005514	1.021271	1.005905	1.025377	1.006300	1.030980	1.006690	1.038982	1.007058	1.051081	1.007370	1.070745	1.007550	1.106859	1.007412	1.164764	1.006233	1.888797	1.005403	17.618643	0.161017	3897.641113	
0.100000	0.966645	0.918979	0.888975	0.865457	0.840968	0.823495	0.803073	0.787894	0.772271	0.755817	0.747723	0.725509	0.729523	0.695741	0.718378	0.665685	0.715547	0.634962	0.722900	0.603748	0.743034	0.572893	0.779429	0.544071	0.836613	0.520010	0.920401	0.504886	1.038282	0.504849	1.199895	0.528413	1.417360	0.586510	1.705222	0.692392	2.080375	0.862098	2.562947	1.115957	3.178259	1.479965	3.957458	1.984604	4.933708	2.660731	6.136633	3.537753	7.595925	4.650754	9.358205	6.049700	11.488150	7.780038	13.995730	9.803469	16.673429	11.900508	18.965828	13.749471	19.957081	15.024922	20.190577	2219.152455	
0.200000	0.877664	0.713970	0.630677	0.570845	0.515638	0.479864	0.444435	0.416084	0.402008	0.366815	0.383446	0.325069	0.388217	0.287069	0.418828	0.252109	0.480798	0.222862	0.583103	0.205808	0.739083	0.213089	0.968025	0.264395	1.296427	0.387147	1.759544	0.619789	2.404502	1.015186	3.291305	1.638772	4.495067	2.575454	6.111131	3.932103	8.252547	5.831701	11.057299	8.431527	14.689985	11.908564	19.335087	16.465755	25.219091	22.354628	32.576539	29.812612	41.689764	39.164480	52.844530	50.673736	66.317066	64.646407	82.430837	81.340009	101.038173	100.495528	122.553674	120.237785	138.638125	196.131503	119.800545	214.172621	
0.300000	0.759790	0.473039	0.384697	0.330820	0.301372	0.285584	0.294148	0.281870	0.328124	0.296474	0.391641	0.321148	0.481620	0.356284	0.600529	0.410526	0.756313	0.500583	0.963751	0.653894	1.246740	0.909748	1.640608	1.322229	2.195164	1.962283	2.977484	2.920319	4.074504	4.308104	5.596665	6.262252	7.678356	8.942565	10.483397	12.540862	14.202279	17.269110	19.057201	23.379335	25.303590	31.140510	33.217676	40.855910	43.125494	52.865056	55.356935	67.497920	70.272571	85.153573	88.298767	106.216431	109.745202	130.997801	135.009911	159.967847	164.614305	193.323664	197.895533	231.191118	229.822561	313.610236	170.492576	1028.489603	
0.400000	0.639904	0.283572	0.276058	0.287589	0.337201	0.380074	0.464782	0.503882	0.615584	0.643239	0.775662	0.800763	0.939157	0.987753	1.106164	1.222763	1.283835	1.530422	1.488210	1.942756	1.747138	2.499139	2.100561	3.246195	2.602080	4.239999	3.321751	5.544462	4.342180	7.230964	5.759622	9.381231	7.688405	12.086172	10.255570	15.442901	13.595814	19.556952	17.857272	24.546482	23.206802	30.541780	29.824697	37.681776	37.896543	46.114204	47.613716	56.001613	59.182700	67.529449	72.835105	80.911807	88.832209	96.394090	107.463821	114.258315	129.050326	134.769109	153.854525	159.558678	179.010409	199.332965	104.607230	3504.833712	
0.500000	0.534438	0.199314	0.347660	0.464401	0.611313	0.745568	0.901340	1.039270	1.180835	1.338875	1.433094	1.642018	1.649990	1.946058	1.833321	2.248854	1.997887	2.549426	2.172283	2.848265	2.395303	3.148902	2.714784	3.460532	3.188908	3.800728	3.886192	4.197982	4.884390	4.694701	6.270691	5.351362	8.144419	6.252124	10.622126	7.511865	13.844643	9.284539	17.985844	11.772840	23.263070	15.239194	29.949260	20.018209	38.386792	26.530666	49.002949	35.299054	62.326539	46.964171	79.004446	62.301404	99.815675	82.233898	125.679096	107.836643	157.650054	140.416418	196.911708	179.801161	241.836216	202.137643	191.744196	3450.128779	
0.600000	0.448315	0.242339	0.590916	0.830373	1.080418	1.325069	1.532816	1.762288	1.885832	2.100200	2.114149	2.308152	2.227333	2.372719	2.264429	2.296993	2.282548	2.098474	2.346302	1.808145	2.521431	1.471781	2.873686	1.153729	3.472988	0.943302	4.402450	0.963963	5.771733	1.385687	7.734314	2.440878	10.508215	4.443862	14.399485	7.812976	19.827291	13.093652	27.349839	20.982654	37.691909	32.357120	51.774423	48.308373	70.740084	70.166098	95.970106	99.506441	129.113412	138.184023	172.130260	188.376742	227.228490	252.477972	296.763451	333.007764	383.565819	432.950108	490.047169	552.728347	612.540619	712.922471	634.953001	1071.979149	
0.700000	0.381097	0.421652	0.981743	1.336190	1.666414	1.952047	2.116377	2.259249	2.248653	2.237208	2.135627	1.956077	1.915573	1.525924	1.725515	1.058380	1.668356	0.652636	1.811131	0.399834	2.202913	0.398829	2.902232	0.778894	4.007734	1.726503	5.688818	3.513582	8.214580	6.526450	11.981359	11.298066	17.540625	18.539701	25.623734	29.158298	37.158156	44.268645	53.284448	65.212894	75.360243	93.536076	104.946201	130.960588	143.799020	179.384328	193.816539	240.751749	257.019245	317.114415	335.436086	410.364189	431.118479	522.442132	545.875868	654.720876	681.345335	808.715426	838.797149	984.537130	1008.048997	1266.528636	875.738069	413.494814	
0.800000	0.335400	0.739003	1.467331	1.858240	2.138873	2.248195	2.185191	2.004427	1.803382	1.455194	1.375260	0.928726	1.156540	0.616395	1.233506	0.590960	1.593887	0.878430	2.211127	1.526890	3.105252	2.656720	4.379058	4.494454	6.240728	7.395424	9.018525	11.849152	13.167138	18.470491	19.272358	27.984218	28.038206	41.177641	40.269342	58.867888	56.834182	81.828538	78.624470	110.761467	106.510714	146.211404	141.272497	188.570730	183.609934	238.031207	234.040301	294.564934	292.916880	358.025306	360.527724	428.136556	436.975147	504.503464	522.170270	586.821138	616.105045	674.930731	718.882209	772.387388	819.890793	885.726830	528.338649	2557.315642	
0.900000	0.321981	1.168581	1.924432	2.166961	2.174846	1.919381	1.596447	1.195388	1.050556	0.755502	0.987884	0.811595	1.375533	1.273474	2.029694	2.034425	2.820725	3.099634	3.732555	4.605822	4.860467	6.797550	6.393571	9.978613	8.610245	14.467656	11.861105	20.534832	16.540044	28.372506	23.081907	38.048716	31.884492	49.508058	43.317596	62.612329	57.737435	77.159587	75.406607	92.970538	96.563993	110.028252	121.554078	128.594126	150.884116	149.308890	185.281539	173.314813	225.814315	202.396134	274.051972	239.113041	332.228133	286.911629	403.385619	350.201295	491.489690	434.549803	601.439182	543.740799	726.236703	643.705229	467.633187	4166.128635	
